Sample	Phylum	Number	Group
MDHFG34-2	Elusimicrobiota	0.000564922510054032	DH_FY
MDHFG35-2	Elusimicrobiota	0.000821822937825916	DH_FY
MDHFG36-1	Elusimicrobiota	0.000457412344903504	DH_FY
MDHFG37-2	Elusimicrobiota	0.000513163738081991	DH_FY
MDHFG38-2	Elusimicrobiota	0.000394399021835723	DH_FY
MDHFG4-2	Elusimicrobiota	0.00108395315443872	DH_FY
MDHFG5-2	Elusimicrobiota	0.00022780612185781	DH_FY
MDHFG6-1	Elusimicrobiota	0.00103081298782254	DH_FY
MDHFG7-2	Elusimicrobiota	0.00128521126224662	DH_FY
MDHFG8-1	Elusimicrobiota	0.000805393445799516	DH_FY
MDHFG9-1	Elusimicrobiota	0.000879199574685289	DH_FY
MDHFT10-1	Elusimicrobiota	0.0151001020915664	DH_JY
MDHFT1-1	Elusimicrobiota	0.00858962071589011	DH_JY
MDHFT14-1	Elusimicrobiota	0.00278376637749333	DH_JY
MDHFT15-1	Elusimicrobiota	0.00420781255086077	DH_JY
MDHFT16-1	Elusimicrobiota	0.00211303408075149	DH_JY
MDHFT17-1	Elusimicrobiota	0.00144358122632808	DH_JY
MDHFT18-1	Elusimicrobiota	0.00358069464566063	DH_JY
MDHFT19-1	Elusimicrobiota	0.00415663525728715	DH_JY
MDHFT20-1	Elusimicrobiota	0.00279874729145988	DH_JY
MDHFT21-1	Elusimicrobiota	0.00505274207755691	DH_JY
MDHFT2-1	Elusimicrobiota	0.00433249888822609	DH_JY
MDHFT23-1	Elusimicrobiota	0.00342835104300559	DH_JY
MDHFT24-1	Elusimicrobiota	0.00338729136488801	DH_JY
MDHFT25-2	Elusimicrobiota	0.00376920230246799	DH_JY
MDHFT26-2	Elusimicrobiota	0.00912432068014352	DH_JY
MDHFT27-1	Elusimicrobiota	0.00820092011714245	DH_JY
MDHFT29-1	Elusimicrobiota	0.00112703134464792	DH_JY
MDHFT30-1	Elusimicrobiota	0.00375569723652793	DH_JY
MDHFT31-1	Elusimicrobiota	0.0026538482777062	DH_JY
MDHFT3-1	Elusimicrobiota	0.00317038910653847	DH_JY
MDHFT32-1	Elusimicrobiota	0.00457512436862913	DH_JY
MDHFT33-1	Elusimicrobiota	0.00460286872156283	DH_JY
MDHFT34-1	Elusimicrobiota	0.00728708441882175	DH_JY
MDHFT35-2	Elusimicrobiota	0.0105346026462147	DH_JY
MDHFT4-1	Elusimicrobiota	0.00492700818403136	DH_JY
MDHFT6-1	Elusimicrobiota	0.00352216618586558	DH_JY
MDHFT7-1	Elusimicrobiota	0.00341121687797926	DH_JY
MDHFT8-1	Elusimicrobiota	0.011907479755765	DH_JY
MDHFG10-1	Firmicutes_A	0.403754210698484	DH_FY
MDHFG11-2	Firmicutes_A	0.560230388335323	DH_FY
MDHFG1-1	Firmicutes_A	0.534951124599705	DH_FY
MDHFG12-2	Firmicutes_A	0.4658722603886	DH_FY
MDHFG13-1	Firmicutes_A	0.698849618393075	DH_FY
MDHFG14-2	Firmicutes_A	0.611838589714617	DH_FY
MDHFG16-2	Firmicutes_A	0.497125756608074	DH_FY
MDHFG17-2	Firmicutes_A	0.450935022497535	DH_FY
MDHFG18-2	Firmicutes_A	0.426882642253106	DH_FY
MDHFG19-2	Firmicutes_A	0.439217113562382	DH_FY
MDHFG22-1	Firmicutes_A	0.453819382626352	DH_FY
MDHFG23-2	Firmicutes_A	0.355739405035954	DH_FY
MDHFG2-3	Firmicutes_A	0.451593976068374	DH_FY
MDHFG24-1	Firmicutes_A	0.413717077591533	DH_FY
MDHFG27-2	Firmicutes_A	0.464817384786691	DH_FY
MDHFG28-2	Firmicutes_A	0.310036824003566	DH_FY
MDHFG29-2	Firmicutes_A	0.421914844074017	DH_FY
MDHFG30-2	Firmicutes_A	0.429904079481718	DH_FY
MDHFG31-2	Firmicutes_A	0.516848443403066	DH_FY
